Brand,Model,Release_Year,Category,Price_USD,Screen_Size_Inches,Processor_Type,RAM_GB,Storage_GB,OS,Battery_Capacity_mAh,Typical_Capacity_mAh,Rated_Capacity_mAh,Battery_Life_Hours,Standby_Time_Hours,Talk_Time_Hours,Video_Playback_Hours,Web_Browsing_Hours,Music_Playback_Hours,Gaming_Test_Hours,Usage_Scenario,Battery_Endurance_Rating,Battery_Type,Removable_Battery,Charging_Time_0_to_100,Charging_Time_0_to_50,Charging_Wattage,Charging_Technology,Fast_Charging_Supported,Fast_Charging_Tech,Wireless_Charging,Wireless_Charging_Wattage,Reverse_Wireless_Charging,Battery_Health_Percentage,Cycle_Count,Temperature_While_Charging_C,Discharge_Rate_mAh_per_hour,Idle_Discharge_Per_Hour,Thermal_Throttling_Effect,Battery_Saver_Mode_Available,Battery_Saver_Mode_Effect,Power_Consumption_Watt,Efficiency_Score,Refresh_Rate_Hz
OnePlus,OnePlus S28,2019,Budget,163.34,6.8,Exynos 2100,12,512,Android 12,4500,4534,4499,11.0,577,22,17.4,9.8,53,9.2,Idle,113h,Li-Ion,Yes,62,16,25,Turbo Charge,Yes,Turbo Charge,No,0,Yes,100,347,44.3,234.7,19.1,Yes,No,0.27,4.32,0.0024,144
Vivo,Vivo X10,2021,Budget,257.83,6.5,Apple A16 Bionic,16,128,iOS 15,4500,4508,4424,10.2,759,16,15.1,9.3,78,9.2,Browsing,85h,Li-Po,Yes,38,28,25,Warp Charge,Yes,Warp Charge,No,0,Yes,97,325,33.0,424.0,15.5,Yes,Yes,0.37,3.39,0.0023,60
Vivo,Vivo S9,2023,Flagship,1178.6,6.7,Apple A16 Bionic,12,64,Android 13,6000,6031,5996,13.2,765,26,13.5,9.5,79,3.6,Browsing,80h,Li-Ion,No,113,50,45,Warp Charge,Yes,Warp Charge,Yes,15,No,98,94,34.2,396.2,5.3,No,No,0.34,3.49,0.0022,120
Asus,Asus Note23,2024,Flagship,855.77,6.8,MediaTek Dimensity 9200,12,512,Android 11,4000,4092,3967,11.7,575,32,8.9,9.4,58,4.2,Browsing,101h,Li-Ion,No,99,46,10,SuperVOOC,No,,Yes,0,No,99,141,31.0,212.3,17.6,No,No,0.21,3.25,0.0029,120
Samsung,Samsung Note23,2018,Flagship,177.21,6.5,Apple A15 Bionic,8,64,iOS 17,6000,6048,5982,5.5,611,17,12.6,15.5,64,5.3,Video,120h,Li-Ion,Yes,111,23,18,Quick Charge 4.0,Yes,Quick Charge 4.0,No,0,Yes,88,485,37.8,315.9,18.4,No,No,0.37,3.22,0.0009,90
Samsung,Samsung Note19,2023,Budget,1318.75,6.1,Exynos 2100,16,128,iOS 17,5000,5024,4976,5.5,664,30,8.4,7.8,82,4.6,Mixed,85h,Li-Ion,Yes,120,54,10,SuperVOOC,No,,No,15,Yes,98,550,34.9,223.7,13.2,Yes,Yes,0.17,2.97,0.0011,60
Motorola,Motorola Note11,2021,Flagship,1457.19,6.7,Snapdragon 778G,6,64,iOS 17,5000,5096,4923,10.0,734,17,9.1,12.1,65,9.6,Gaming,81h,Li-Po,Yes,107,34,25,SuperVOOC,Yes,SuperVOOC,No,20,Yes,94,448,44.5,525.9,16.5,Yes,Yes,0.35,6.79,0.002,120
Asus,Asus Max7,2020,Flagship,242.2,6.8,Apple A16 Bionic,16,256,iOS 17,4500,4510,4421,5.5,530,34,11.5,15.5,56,7.0,Video,90h,Li-Ion,Yes,36,51,18,VOOC,Yes,VOOC,Yes,15,No,97,368,41.0,481.9,17.0,Yes,No,0.33,4.76,0.0012,120
Xiaomi,Xiaomi Max17,2020,Midrange,641.82,6.1,Snapdragon 778G,16,128,Android 13,6000,6040,5918,14.1,724,35,15.8,13.2,50,8.1,Mixed,120h,Li-Po,Yes,34,33,45,VOOC,Yes,VOOC,Yes,15,No,85,238,32.1,373.7,5.6,Yes,No,0.29,6.48,0.0024,144
Samsung,Samsung Pro8,2019,Flagship,1383.33,5.5,Snapdragon 778G,6,128,Android 13,3000,3032,2993,11.2,799,39,19.1,15.1,80,6.1,Mixed,105h,Li-Ion,No,119,35,33,Fast Charge,Yes,Fast Charge,Yes,0,No,91,474,36.3,490.5,11.2,No,Yes,0.16,5.13,0.0037,60
OnePlus,OnePlus Pro8,2021,Midrange,876.56,6.0,Snapdragon 778G,4,256,Android 11,4000,4098,3978,17.7,795,34,10.1,7.7,82,6.3,Idle,120h,Li-Po,Yes,101,22,120,Warp Charge,Yes,Warp Charge,No,20,Yes,88,205,35.1,495.7,8.5,No,Yes,0.17,7.64,0.0044,144
Samsung,Samsung Pro23,2022,Midrange,834.18,6.0,Snapdragon 778G,16,64,Android 14,3000,3079,2976,7.8,403,24,15.0,7.5,76,6.5,Video,84h,Li-Po,Yes,43,44,45,Fast Charge,Yes,Fast Charge,Yes,10,Yes,88,27,44.2,327.6,5.1,No,Yes,0.25,6.08,0.0026,144
Apple,Apple S2,2024,Midrange,1477.44,6.0,Snapdragon 778G,6,256,Android 11,4500,4522,4492,15.8,647,19,8.2,13.8,62,6.1,Mixed,89h,Li-Po,No,98,24,25,VOOC,Yes,VOOC,No,0,No,96,582,37.9,432.1,18.0,No,No,0.3,7.44,0.0035,90
Vivo,Vivo Max24,2020,Budget,1116.86,6.8,Apple A15 Bionic,16,128,Android 12,4500,4503,4435,5.5,607,40,10.0,8.6,52,4.8,Mixed,83h,Li-Po,Yes,61,53,18,VOOC,Yes,VOOC,Yes,10,Yes,93,72,37.4,292.1,8.1,No,No,0.27,7.15,0.0012,90
Asus,Asus X17,2024,Flagship,1126.22,6.4,Apple A15 Bionic,8,512,Android 12,4500,4572,4477,7.2,506,30,12.1,16.9,92,8.3,Video,110h,Li-Po,Yes,83,60,10,VOOC,No,,Yes,15,Yes,88,323,39.8,470.7,17.2,No,Yes,0.19,4.63,0.0016,120
Asus,Asus X6,2024,Midrange,1240.56,6.4,Apple A16 Bionic,16,128,Android 14,6000,6037,5963,11.5,428,22,17.5,8.0,78,6.3,Mixed,89h,Li-Po,No,102,51,10,Quick Charge 4.0,No,,Yes,20,Yes,91,400,35.1,324.5,13.0,No,Yes,0.35,6.15,0.0019,120
Xiaomi,Xiaomi Note29,2023,Midrange,1373.99,6.4,Snapdragon 778G,16,512,iOS 15,4000,4031,3904,9.5,791,35,8.4,8.9,74,8.8,Idle,93h,Li-Ion,No,76,27,33,Warp Charge,Yes,Warp Charge,No,20,No,92,132,35.3,227.9,12.7,No,No,0.16,5.33,0.0024,144
Xiaomi,Xiaomi Max16,2018,Budget,773.21,6.1,Tensor G2,12,128,Android 12,6000,6066,5933,5.2,422,38,11.9,8.7,51,9.0,Video,122h,Li-Ion,No,105,17,33,Warp Charge,Yes,Warp Charge,Yes,5,Yes,97,256,38.4,588.5,5.3,No,No,0.32,6.66,0.0009,90
Motorola,Motorola Note5,2021,Flagship,973.67,6.4,Apple A15 Bionic,12,256,iOS 16,3500,3518,3416,6.1,419,16,8.9,10.4,88,6.6,Browsing,103h,Li-Ion,Yes,35,25,45,Turbo Charge,Yes,Turbo Charge,Yes,20,No,94,172,37.1,387.9,19.2,No,No,0.36,5.05,0.0017,120
Vivo,Vivo S28,2021,Budget,429.72,6.8,Snapdragon 8 Gen 1,8,128,Android 14,5000,5067,4970,9.4,470,38,8.3,16.9,72,7.1,Gaming,85h,Li-Po,No,100,32,45,SuperVOOC,Yes,SuperVOOC,No,5,Yes,85,63,42.5,465.1,16.4,No,No,0.19,4.03,0.0019,144
Motorola,Motorola A10,2023,Midrange,204.03,5.5,Apple A16 Bionic,16,512,iOS 16,3500,3550,3400,17.8,447,21,11.3,17.7,62,7.4,Gaming,100h,Li-Ion,Yes,58,17,18,SuperVOOC,Yes,SuperVOOC,Yes,5,Yes,95,251,37.5,396.2,15.1,Yes,Yes,0.27,5.02,0.0051,90
Samsung,Samsung S10,2020,Flagship,1063.95,6.5,Snapdragon 8 Gen 1,12,256,iOS 15,4500,4565,4472,14.0,520,22,18.5,17.5,93,5.5,Video,107h,Li-Ion,No,68,48,10,VOOC,No,,Yes,5,No,98,88,37.8,335.7,9.9,Yes,No,0.26,3.89,0.0031,90
Motorola,Motorola Max10,2018,Flagship,949.85,6.8,Apple A16 Bionic,8,128,iOS 16,6000,6063,5968,8.1,416,29,11.6,11.9,93,6.6,Gaming,93h,Li-Ion,No,75,40,10,Fast Charge,No,,Yes,15,No,93,317,43.3,500.6,17.8,No,No,0.32,4.02,0.0013,90
Asus,Asus Note24,2021,Midrange,413.44,5.5,Snapdragon 778G,4,256,iOS 17,6000,6046,5915,14.4,655,31,10.7,17.4,72,8.3,Video,83h,Li-Po,No,84,51,18,Warp Charge,Yes,Warp Charge,No,15,No,87,321,39.9,559.0,17.3,No,Yes,0.29,6.5,0.0024,144
Asus,Asus A24,2024,Budget,1055.92,6.7,MediaTek Dimensity 9200,6,512,Android 12,6000,6083,5953,13.9,682,32,18.2,12.8,70,7.6,Gaming,107h,Li-Ion,Yes,75,18,45,Warp Charge,Yes,Warp Charge,Yes,0,No,95,93,35.6,237.2,8.8,No,Yes,0.28,7.06,0.0023,120
Samsung,Samsung Note2,2021,Budget,358.91,6.7,Apple A16 Bionic,8,256,iOS 17,3000,3020,2956,15.8,783,38,14.2,17.2,99,7.1,Browsing,121h,Li-Ion,Yes,84,33,65,SuperVOOC,Yes,SuperVOOC,Yes,5,No,95,344,41.7,251.0,10.4,Yes,No,0.23,6.61,0.0053,120
Motorola,Motorola Max18,2021,Flagship,958.91,6.8,Snapdragon 778G,4,256,iOS 17,4000,4068,3949,6.9,631,38,11.2,8.4,58,3.7,Video,123h,Li-Ion,No,113,50,45,VOOC,Yes,VOOC,No,20,No,87,561,30.9,537.2,18.0,No,No,0.37,5.16,0.0017,144
Realme,Realme X24,2020,Midrange,222.5,6.0,Snapdragon 778G,16,256,Android 12,6000,6074,5997,5.3,471,19,9.2,8.1,90,7.8,Gaming,96h,Li-Po,No,41,20,18,Turbo Charge,Yes,Turbo Charge,No,20,No,96,363,39.3,329.5,8.2,No,No,0.37,6.24,0.0009,60
Vivo,Vivo X17,2021,Midrange,114.07,6.4,Apple A15 Bionic,16,256,iOS 16,6000,6035,5978,9.3,711,31,13.9,11.6,91,6.2,Browsing,122h,Li-Po,Yes,79,38,33,Turbo Charge,Yes,Turbo Charge,Yes,10,No,93,587,42.4,355.7,10.3,No,No,0.34,5.09,0.0016,60
Realme,Realme Max1,2023,Midrange,321.84,6.8,Apple A15 Bionic,4,512,iOS 16,4000,4027,3954,6.1,392,25,18.6,7.1,75,7.0,Video,87h,Li-Ion,No,50,15,10,Warp Charge,No,,Yes,10,Yes,100,514,43.0,283.2,6.1,No,No,0.22,6.71,0.0015,144
Oppo,Oppo Max8,2022,Midrange,1134.75,6.5,Snapdragon 8 Gen 1,4,256,iOS 15,5000,5021,4979,9.4,471,17,12.6,16.9,87,5.6,Video,118h,Li-Po,No,116,15,33,SuperVOOC,Yes,SuperVOOC,Yes,15,Yes,95,187,32.5,361.8,6.6,No,Yes,0.38,6.12,0.0019,120
Google,Google S20,2020,Flagship,567.89,6.7,MediaTek Dimensity 9200,6,64,iOS 15,6000,6045,5936,14.7,352,30,17.9,11.2,75,8.8,Video,95h,Li-Ion,Yes,51,43,65,VOOC,Yes,VOOC,No,20,Yes,96,248,31.4,584.5,16.4,Yes,No,0.21,3.16,0.0024,60
Asus,Asus X5,2023,Flagship,222.43,6.4,MediaTek Dimensity 9200,8,512,Android 14,4500,4559,4493,15.3,433,20,9.1,16.5,52,6.9,Browsing,101h,Li-Ion,Yes,105,50,33,SuperVOOC,Yes,SuperVOOC,No,5,Yes,90,330,30.5,445.0,11.7,Yes,Yes,0.11,6.03,0.0034,90
Asus,Asus Max18,2023,Budget,658.32,6.8,Exynos 2100,6,512,iOS 15,3500,3565,3446,15.8,775,38,9.4,14.8,79,5.1,Video,115h,Li-Po,No,69,40,45,Fast Charge,Yes,Fast Charge,No,15,No,93,233,42.3,213.9,7.6,Yes,Yes,0.16,6.81,0.0045,144
Vivo,Vivo Note14,2023,Midrange,481.41,6.5,MediaTek Dimensity 9200,4,128,Android 12,5000,5013,4946,14.2,482,16,12.0,17.0,52,8.4,Mixed,88h,Li-Po,No,120,56,33,Quick Charge 4.0,Yes,Quick Charge 4.0,No,5,No,88,342,44.3,526.7,18.5,Yes,No,0.39,6.93,0.0028,90
Realme,Realme Max21,2023,Flagship,1330.2,5.5,Snapdragon 8 Gen 1,8,256,iOS 15,3000,3091,2924,10.0,791,29,11.3,15.7,56,4.4,Video,126h,Li-Po,No,97,19,45,Warp Charge,Yes,Warp Charge,No,5,Yes,89,65,43.7,258.9,14.9,Yes,Yes,0.17,6.93,0.0033,90
Vivo,Vivo Note18,2018,Flagship,1460.87,6.1,Tensor G2,12,64,Android 11,3500,3507,3479,8.4,711,31,8.8,11.5,93,5.6,Mixed,88h,Li-Ion,No,45,59,10,SuperVOOC,No,,Yes,10,Yes,96,436,35.8,593.5,5.4,No,No,0.19,2.95,0.0024,90
Samsung,Samsung S1,2018,Budget,160.66,6.0,Snapdragon 8 Gen 1,12,256,Android 13,5000,5015,4948,6.3,482,31,17.3,10.9,58,9.3,Idle,92h,Li-Po,No,77,38,33,Turbo Charge,Yes,Turbo Charge,No,0,Yes,90,146,40.5,391.8,12.7,No,No,0.17,5.01,0.0013,144
OnePlus,OnePlus Note11,2023,Budget,358.51,6.8,MediaTek Dimensity 9200,4,64,Android 11,3000,3029,2968,5.6,782,30,17.8,14.9,81,3.2,Video,119h,Li-Po,Yes,82,51,45,Turbo Charge,Yes,Turbo Charge,No,20,No,91,222,35.2,234.8,12.6,Yes,Yes,0.24,6.58,0.0019,144
Realme,Realme A1,2022,Budget,1440.29,6.1,Apple A16 Bionic,4,64,Android 14,3500,3505,3484,16.4,430,18,8.9,9.6,82,8.7,Gaming,113h,Li-Ion,Yes,56,17,45,Turbo Charge,Yes,Turbo Charge,No,15,No,90,174,38.1,267.0,8.4,No,No,0.34,6.74,0.0047,90
Apple,Apple Max6,2024,Flagship,1271.93,6.4,MediaTek Dimensity 9200,12,512,Android 13,3000,3048,2905,17.1,748,20,19.8,13.8,98,8.3,Idle,118h,Li-Ion,Yes,113,34,33,Fast Charge,Yes,Fast Charge,No,5,Yes,97,301,37.6,556.0,12.1,No,No,0.15,4.67,0.0057,90
OnePlus,OnePlus Note16,2021,Budget,701.2,6.4,Tensor G2,8,64,Android 14,3500,3530,3441,11.4,500,19,13.4,14.0,69,4.0,Video,83h,Li-Ion,Yes,109,30,33,SuperVOOC,Yes,SuperVOOC,Yes,15,No,87,425,42.1,584.7,10.9,No,Yes,0.12,3.8,0.0033,120
Realme,Realme Max8,2023,Budget,1279.53,6.4,Snapdragon 778G,12,256,Android 11,5000,5053,4941,10.1,759,27,15.0,14.3,91,8.9,Mixed,126h,Li-Ion,Yes,73,34,25,Turbo Charge,Yes,Turbo Charge,Yes,15,No,97,356,43.1,498.2,12.4,Yes,No,0.11,6.91,0.002,144
Xiaomi,Xiaomi S7,2020,Budget,598.77,6.7,Snapdragon 778G,4,512,Android 12,4500,4529,4451,10.1,433,28,12.1,10.6,51,7.3,Browsing,87h,Li-Ion,No,88,58,45,Fast Charge,Yes,Fast Charge,Yes,0,Yes,96,69,41.9,286.2,8.1,No,No,0.24,6.55,0.0022,120
OnePlus,OnePlus A16,2020,Budget,921.1,6.1,Exynos 2100,6,256,iOS 17,3000,3075,2995,7.9,577,17,8.6,14.2,92,7.2,Mixed,89h,Li-Ion,Yes,54,45,65,VOOC,Yes,VOOC,Yes,5,No,93,290,30.1,204.0,14.1,No,No,0.16,5.43,0.0026,120
Xiaomi,Xiaomi S5,2019,Budget,869.6,5.5,Tensor G2,12,256,iOS 17,5000,5065,4977,11.8,720,21,11.0,12.4,85,7.2,Browsing,106h,Li-Po,Yes,36,41,18,Quick Charge 4.0,Yes,Quick Charge 4.0,No,5,No,99,573,42.8,477.1,16.2,No,No,0.15,3.68,0.0024,120
Vivo,Vivo Pro26,2021,Flagship,618.11,6.8,Snapdragon 778G,6,256,Android 14,5000,5057,4985,10.3,655,28,12.2,11.2,99,5.1,Mixed,82h,Li-Ion,Yes,86,48,10,Turbo Charge,No,,No,5,No,97,543,33.9,344.2,14.0,Yes,No,0.27,2.7,0.0021,90
OnePlus,OnePlus X13,2022,Midrange,811.8,6.8,Snapdragon 778G,4,128,Android 14,3000,3030,2983,15.2,579,30,17.1,7.6,65,5.1,Idle,120h,Li-Ion,No,73,30,33,Warp Charge,Yes,Warp Charge,Yes,10,No,86,590,41.5,550.8,17.9,Yes,No,0.39,5.49,0.0051,144
Xiaomi,Xiaomi Note8,2018,Midrange,1188.72,6.1,Snapdragon 778G,12,64,Android 14,4500,4554,4426,17.2,335,17,20.0,17.3,73,7.1,Gaming,99h,Li-Ion,No,85,43,45,Warp Charge,Yes,Warp Charge,No,0,No,97,599,37.3,479.1,6.8,No,Yes,0.33,5.46,0.0038,120
Asus,Asus Max2,2022,Flagship,955.75,5.5,Snapdragon 778G,8,512,iOS 17,3000,3011,2903,17.2,486,29,11.4,8.9,86,4.5,Mixed,98h,Li-Ion,Yes,95,54,65,Warp Charge,Yes,Warp Charge,No,0,Yes,95,102,33.1,465.3,9.6,Yes,Yes,0.38,6.73,0.0057,144
Google,Google Note15,2023,Flagship,1174.68,6.8,Exynos 2100,12,512,iOS 15,6000,6078,5953,9.0,426,33,12.2,17.1,68,3.5,Browsing,96h,Li-Ion,Yes,73,18,10,Quick Charge 4.0,No,,Yes,10,Yes,85,491,38.9,236.6,11.4,No,Yes,0.13,6.98,0.0015,60
Samsung,Samsung S23,2024,Midrange,784.75,6.5,Exynos 2100,6,128,iOS 16,5000,5100,4987,8.4,494,18,14.5,17.0,95,5.7,Gaming,94h,Li-Ion,Yes,41,57,33,SuperVOOC,Yes,SuperVOOC,No,10,Yes,85,69,42.6,492.5,13.7,No,Yes,0.33,2.4,0.0017,60
Realme,Realme X11,2020,Flagship,153.92,6.1,Snapdragon 8 Gen 1,4,256,Android 12,3000,3040,2925,7.7,573,34,15.6,7.1,62,4.9,Gaming,106h,Li-Po,Yes,31,47,18,Fast Charge,Yes,Fast Charge,Yes,20,Yes,97,155,41.2,331.5,13.1,Yes,Yes,0.15,2.31,0.0026,144
Xiaomi,Xiaomi S25,2020,Budget,1413.97,6.0,Apple A16 Bionic,6,128,Android 11,6000,6099,5920,5.6,409,34,9.0,7.6,75,9.6,Mixed,114h,Li-Po,Yes,112,58,33,VOOC,Yes,VOOC,No,5,No,95,426,39.0,270.3,14.2,No,No,0.12,6.04,0.0009,60
Xiaomi,Xiaomi Note24,2020,Flagship,1294.03,6.8,Snapdragon 8 Gen 1,8,64,Android 13,3500,3525,3413,14.2,489,25,11.2,14.3,61,8.0,Mixed,118h,Li-Po,Yes,38,24,10,SuperVOOC,No,,Yes,10,No,91,52,41.5,322.0,15.2,Yes,Yes,0.14,4.4,0.0041,90
Motorola,Motorola Max4,2021,Flagship,633.03,6.4,Apple A16 Bionic,6,64,Android 14,5000,5050,4924,13.9,511,40,9.8,7.1,97,5.7,Idle,123h,Li-Ion,Yes,56,57,45,SuperVOOC,Yes,SuperVOOC,No,5,No,86,54,39.2,276.5,16.9,Yes,No,0.14,2.93,0.0028,90
Vivo,Vivo A17,2022,Flagship,289.6,6.4,MediaTek Dimensity 9200,8,64,Android 14,5000,5057,4989,14.5,302,33,16.4,12.6,61,4.6,Browsing,99h,Li-Ion,No,64,22,45,Fast Charge,Yes,Fast Charge,Yes,10,No,89,403,42.3,266.0,5.0,No,No,0.2,5.31,0.0029,120
Motorola,Motorola A2,2024,Budget,923.11,5.5,Apple A15 Bionic,6,128,Android 11,5000,5006,4998,11.1,447,29,13.7,15.4,81,7.9,Gaming,87h,Li-Po,Yes,53,18,65,Warp Charge,Yes,Warp Charge,No,5,Yes,100,233,38.8,589.1,18.5,Yes,Yes,0.37,4.72,0.0022,90
Xiaomi,Xiaomi X23,2021,Flagship,134.79,6.5,Apple A15 Bionic,8,512,iOS 15,5000,5002,4965,13.8,702,26,9.6,10.7,61,4.7,Gaming,97h,Li-Ion,No,88,28,120,Turbo Charge,Yes,Turbo Charge,Yes,15,Yes,88,439,34.8,524.0,18.2,No,No,0.17,5.94,0.0028,60
Oppo,Oppo Max12,2023,Midrange,439.6,6.5,MediaTek Dimensity 9200,8,512,Android 12,3500,3589,3409,16.5,663,34,11.8,13.7,67,8.1,Mixed,111h,Li-Po,Yes,60,22,120,Turbo Charge,Yes,Turbo Charge,No,10,No,98,127,44.0,437.7,10.5,No,Yes,0.31,6.29,0.0047,144
Oppo,Oppo A3,2021,Flagship,174.1,5.5,Apple A16 Bionic,12,256,iOS 17,5000,5009,4994,10.0,607,21,19.3,14.4,100,6.1,Video,97h,Li-Po,No,99,54,120,SuperVOOC,Yes,SuperVOOC,Yes,10,Yes,91,350,34.2,234.4,9.1,Yes,Yes,0.11,6.55,0.002,120
OnePlus,OnePlus X12,2018,Midrange,1225.48,5.5,Apple A15 Bionic,4,128,Android 14,3000,3008,2909,7.2,329,18,11.4,12.2,56,4.4,Video,107h,Li-Po,Yes,37,42,33,Warp Charge,Yes,Warp Charge,Yes,15,No,99,229,31.5,362.8,17.2,Yes,Yes,0.32,6.82,0.0024,60
Motorola,Motorola Note16,2023,Midrange,241.65,6.4,Apple A15 Bionic,4,256,Android 12,3500,3598,3413,16.7,610,29,8.3,17.2,100,7.5,Mixed,111h,Li-Ion,No,67,52,18,Fast Charge,Yes,Fast Charge,Yes,5,No,96,204,43.8,361.0,19.3,Yes,Yes,0.34,4.82,0.0048,60
Google,Google Note17,2023,Budget,900.41,6.8,Apple A15 Bionic,8,512,Android 11,3000,3052,2998,11.5,425,22,14.3,12.1,54,9.5,Browsing,123h,Li-Ion,Yes,52,31,120,Quick Charge 4.0,Yes,Quick Charge 4.0,No,10,No,92,599,30.8,219.2,13.6,No,No,0.24,2.66,0.0038,144
Realme,Realme S11,2018,Budget,1050.36,6.1,Tensor G2,8,64,Android 11,5000,5100,4919,10.8,479,15,18.3,14.4,98,7.4,Idle,96h,Li-Ion,No,62,53,10,SuperVOOC,No,,Yes,20,No,95,319,43.2,357.9,19.4,No,No,0.34,4.0,0.0022,144
Oppo,Oppo X29,2020,Flagship,636.04,6.7,Apple A16 Bionic,4,128,Android 12,6000,6062,5968,13.6,613,23,15.2,12.8,70,3.9,Video,114h,Li-Po,No,81,56,65,Fast Charge,Yes,Fast Charge,Yes,5,No,91,577,41.3,315.3,10.1,Yes,No,0.35,7.15,0.0023,120
Samsung,Samsung A29,2021,Flagship,1009.4,6.5,Exynos 2100,16,256,Android 12,5000,5015,4987,13.9,436,40,15.6,9.0,54,8.2,Browsing,84h,Li-Po,Yes,79,36,45,Fast Charge,Yes,Fast Charge,Yes,15,No,100,431,44.2,503.8,6.9,Yes,Yes,0.28,6.92,0.0028,120
Google,Google Pro12,2022,Budget,1133.62,6.8,Apple A16 Bionic,16,256,iOS 16,3500,3589,3414,14.5,742,19,8.7,7.5,82,4.0,Video,120h,Li-Ion,Yes,95,49,120,Turbo Charge,Yes,Turbo Charge,Yes,15,No,89,50,43.7,382.9,13.8,Yes,Yes,0.16,4.91,0.0041,120
Google,Google X7,2019,Budget,700.12,5.5,Exynos 2100,12,256,Android 11,4500,4534,4426,12.3,312,35,19.7,17.6,80,8.6,Mixed,120h,Li-Ion,Yes,79,38,33,Turbo Charge,Yes,Turbo Charge,No,10,Yes,100,276,44.3,416.1,16.0,No,No,0.18,2.34,0.0027,144
Samsung,Samsung Note7,2018,Flagship,800.5,6.4,Snapdragon 8 Gen 1,6,128,Android 13,3500,3597,3409,12.2,677,23,16.6,14.4,95,4.5,Video,115h,Li-Ion,No,44,44,18,Turbo Charge,Yes,Turbo Charge,No,15,Yes,92,63,43.1,599.4,13.9,Yes,Yes,0.16,6.55,0.0035,90
Asus,Asus X9,2019,Midrange,1194.11,6.8,Exynos 2100,4,256,Android 13,6000,6075,5974,11.0,663,30,10.8,14.4,88,9.3,Idle,90h,Li-Ion,No,78,16,45,Warp Charge,Yes,Warp Charge,No,5,No,97,287,33.3,543.3,6.4,Yes,No,0.21,6.93,0.0018,60
Motorola,Motorola S10,2024,Budget,640.25,6.8,MediaTek Dimensity 9200,8,512,Android 11,4000,4012,3916,5.0,462,31,11.4,8.1,81,3.8,Mixed,121h,Li-Ion,Yes,103,41,120,Fast Charge,Yes,Fast Charge,Yes,0,Yes,93,442,37.2,510.6,17.6,Yes,No,0.12,4.34,0.0013,90
Motorola,Motorola Note3,2023,Midrange,644.51,6.8,Apple A16 Bionic,16,512,iOS 15,3000,3090,2986,15.9,449,23,19.9,15.6,56,3.6,Video,90h,Li-Po,Yes,92,27,45,Warp Charge,Yes,Warp Charge,Yes,15,No,96,137,39.7,205.8,19.5,No,No,0.2,3.91,0.0053,144
Samsung,Samsung Note16,2018,Budget,633.76,6.0,Exynos 2100,8,64,Android 13,4000,4048,3962,9.8,579,40,16.1,16.7,60,6.8,Idle,129h,Li-Ion,Yes,33,25,33,VOOC,Yes,VOOC,No,15,Yes,92,300,32.0,371.7,10.5,Yes,Yes,0.3,6.87,0.0025,120
Xiaomi,Xiaomi X18,2019,Midrange,1457.46,6.5,Tensor G2,8,64,iOS 15,4000,4094,3967,15.3,525,28,15.4,15.3,60,7.6,Mixed,108h,Li-Ion,Yes,49,49,33,Turbo Charge,Yes,Turbo Charge,Yes,10,Yes,95,271,39.4,512.6,16.9,Yes,No,0.31,2.68,0.0038,120
Google,Google Pro18,2018,Budget,860.0,6.5,MediaTek Dimensity 9200,12,256,Android 13,4500,4520,4460,15.6,712,30,19.5,12.0,50,4.5,Browsing,90h,Li-Po,No,30,41,33,Turbo Charge,Yes,Turbo Charge,Yes,0,No,88,232,32.3,462.2,20.0,Yes,No,0.11,3.87,0.0035,144
Samsung,Samsung X6,2022,Midrange,1401.89,6.8,Snapdragon 778G,16,512,iOS 17,6000,6073,5937,8.3,567,38,14.5,14.5,94,8.0,Idle,99h,Li-Ion,Yes,100,27,65,Turbo Charge,Yes,Turbo Charge,No,15,Yes,99,580,36.3,230.9,10.4,Yes,Yes,0.35,4.27,0.0014,90
Samsung,Samsung X11,2020,Budget,643.27,6.7,Snapdragon 778G,4,256,iOS 16,6000,6084,5997,9.7,515,16,12.7,15.7,87,7.6,Browsing,92h,Li-Po,No,60,54,120,VOOC,Yes,VOOC,No,10,Yes,86,302,38.6,464.3,9.1,No,No,0.16,2.7,0.0016,90
Vivo,Vivo Note6,2020,Flagship,349.26,6.1,Exynos 2100,12,512,iOS 15,4000,4092,3954,6.5,727,27,16.3,14.1,77,5.1,Mixed,108h,Li-Po,Yes,103,55,10,Fast Charge,No,,No,0,No,95,164,37.0,388.7,18.1,No,Yes,0.17,3.83,0.0016,144
Samsung,Samsung S20,2020,Midrange,357.69,6.5,Tensor G2,16,64,Android 14,4500,4554,4461,8.2,316,18,12.8,12.0,67,7.9,Video,81h,Li-Po,No,114,50,120,Quick Charge 4.0,Yes,Quick Charge 4.0,No,20,Yes,99,379,31.9,491.4,7.4,Yes,No,0.31,7.11,0.0018,144
Motorola,Motorola S13,2022,Budget,1436.4,6.8,Apple A15 Bionic,16,64,Android 12,5000,5055,4957,16.5,714,39,8.3,15.5,70,9.4,Video,104h,Li-Ion,Yes,91,31,18,Warp Charge,Yes,Warp Charge,Yes,20,Yes,89,235,36.0,402.1,17.9,No,No,0.22,5.52,0.0033,60
Google,Google Pro9,2022,Budget,691.66,6.5,Snapdragon 778G,16,128,iOS 16,3000,3094,2927,16.4,467,27,14.4,8.8,99,9.1,Idle,94h,Li-Po,Yes,38,59,10,Warp Charge,No,,No,15,No,88,218,36.3,336.5,9.3,Yes,No,0.25,3.14,0.0055,144
